date,post_id,biz_type,periods,amount,wkd
2018-01-01,A,A6,1,0,2
2018-01-01,A,A6,2,0,2
2018-01-01,A,A6,3,0,2
2018-01-01,A,A6,4,0,2
2018-01-01,A,A6,5,0,2
2018-01-01,A,A6,6,0,2
2018-01-01,A,A6,7,0,2
2018-01-01,A,A6,8,0,2
2018-01-01,A,A6,9,0,2
2018-01-01,A,A6,10,0,2
2018-01-01,A,A6,11,0,2
2018-01-01,A,A6,12,0,2
2018-01-01,A,A6,13,0,2
2018-01-01,A,A6,14,0,2
2018-01-01,A,A6,15,0,2
2018-01-01,A,A6,16,0,2
2018-01-01,A,A6,17,0,2
2018-01-01,A,A6,18,0,2
2018-01-01,A,A6,19,0,2
2018-01-01,A,A6,20,3,2
2018-01-01,A,A6,21,1,2
2018-01-01,A,A6,22,2,2
2018-01-01,A,A6,23,2,2
2018-01-01,A,A6,24,0,2
2018-01-01,A,A6,25,0,2
2018-01-01,A,A6,26,0,2
2018-01-01,A,A6,27,3,2
2018-01-01,A,A6,28,1,2
2018-01-01,A,A6,29,0,2
2018-01-01,A,A6,30,9,2
2018-01-01,A,A6,31,3,2
2018-01-01,A,A6,32,7,2
2018-01-01,A,A6,33,16,2
2018-01-01,A,A6,34,8,2
2018-01-01,A,A6,35,3,2
2018-01-01,A,A6,36,0,2
2018-01-01,A,A6,37,0,2
2018-01-01,A,A6,38,0,2
2018-01-01,A,A6,39,0,2
2018-01-01,A,A6,40,0,2
2018-01-01,A,A6,41,0,2
2018-01-01,A,A6,42,0,2
2018-01-01,A,A6,43,0,2
2018-01-01,A,A6,44,0,2
2018-01-01,A,A6,45,0,2
2018-01-01,A,A6,46,0,2
2018-01-01,A,A6,47,0,2
2018-01-01,A,A6,48,0,2
2018-01-02,A,A6,1,0,0
2018-01-02,A,A6,2,0,0
2018-01-02,A,A6,3,0,0
2018-01-02,A,A6,4,0,0
2018-01-02,A,A6,5,0,0
2018-01-02,A,A6,6,0,0
2018-01-02,A,A6,7,0,0
2018-01-02,A,A6,8,0,0
2018-01-02,A,A6,9,0,0
2018-01-02,A,A6,10,0,0
2018-01-02,A,A6,11,0,0
2018-01-02,A,A6,12,0,0
2018-01-02,A,A6,13,0,0
2018-01-02,A,A6,14,0,0
2018-01-02,A,A6,15,0,0
2018-01-02,A,A6,16,0,0
2018-01-02,A,A6,17,0,0
2018-01-02,A,A6,18,9,0
2018-01-02,A,A6,19,47,0
2018-01-02,A,A6,20,72,0
2018-01-02,A,A6,21,110,0
2018-01-02,A,A6,22,106,0
2018-01-02,A,A6,23,93,0
2018-01-02,A,A6,24,76,0
2018-01-02,A,A6,25,48,0
2018-01-02,A,A6,26,13,0
2018-01-02,A,A6,27,24,0
2018-01-02,A,A6,28,49,0
2018-01-02,A,A6,29,87,0
2018-01-02,A,A6,30,142,0
2018-01-02,A,A6,31,150,0
2018-01-02,A,A6,32,140,0
2018-01-02,A,A6,33,148,0
2018-01-02,A,A6,34,118,0
2018-01-02,A,A6,35,54,0
2018-01-02,A,A6,36,31,0
2018-01-02,A,A6,37,0,0
2018-01-02,A,A6,38,0,0
2018-01-02,A,A6,39,0,0
2018-01-02,A,A6,40,0,0
2018-01-02,A,A6,41,0,0
2018-01-02,A,A6,42,0,0
2018-01-02,A,A6,43,0,0
2018-01-02,A,A6,44,0,0
2018-01-02,A,A6,45,0,0
2018-01-02,A,A6,46,0,0
2018-01-02,A,A6,47,0,0
2018-01-02,A,A6,48,0,0
2018-01-03,A,A6,1,0,0
2018-01-03,A,A6,2,0,0
2018-01-03,A,A6,3,0,0
2018-01-03,A,A6,4,0,0
2018-01-03,A,A6,5,0,0
2018-01-03,A,A6,6,0,0
2018-01-03,A,A6,7,0,0
2018-01-03,A,A6,8,0,0
2018-01-03,A,A6,9,0,0
2018-01-03,A,A6,10,0,0
2018-01-03,A,A6,11,0,0
2018-01-03,A,A6,12,0,0
2018-01-03,A,A6,13,0,0
2018-01-03,A,A6,14,0,0
2018-01-03,A,A6,15,0,0
2018-01-03,A,A6,16,0,0
2018-01-03,A,A6,17,0,0
2018-01-03,A,A6,18,8,0
2018-01-03,A,A6,19,58,0
2018-01-03,A,A6,20,109,0
2018-01-03,A,A6,21,129,0
2018-01-03,A,A6,22,132,0
2018-01-03,A,A6,23,105,0
2018-01-03,A,A6,24,78,0
2018-01-03,A,A6,25,29,0
2018-01-03,A,A6,26,14,0
2018-01-03,A,A6,27,25,0
2018-01-03,A,A6,28,52,0
2018-01-03,A,A6,29,95,0
2018-01-03,A,A6,30,144,0
2018-01-03,A,A6,31,109,0
2018-01-03,A,A6,32,127,0
2018-01-03,A,A6,33,113,0
2018-01-03,A,A6,34,81,0
2018-01-03,A,A6,35,31,0
2018-01-03,A,A6,36,5,0
2018-01-03,A,A6,37,0,0
2018-01-03,A,A6,38,0,0
