date,post_id,biz_type,periods,amount,wkd
2018-01-01,A,A10,1,0,2
2018-01-01,A,A10,2,0,2
2018-01-01,A,A10,3,0,2
2018-01-01,A,A10,4,0,2
2018-01-01,A,A10,5,0,2
2018-01-01,A,A10,6,0,2
2018-01-01,A,A10,7,0,2
2018-01-01,A,A10,8,0,2
2018-01-01,A,A10,9,0,2
2018-01-01,A,A10,10,0,2
2018-01-01,A,A10,11,0,2
2018-01-01,A,A10,12,0,2
2018-01-01,A,A10,13,0,2
2018-01-01,A,A10,14,0,2
2018-01-01,A,A10,15,0,2
2018-01-01,A,A10,16,0,2
2018-01-01,A,A10,17,0,2
2018-01-01,A,A10,18,0,2
2018-01-01,A,A10,19,7,2
2018-01-01,A,A10,20,8,2
2018-01-01,A,A10,21,14,2
2018-01-01,A,A10,22,30,2
2018-01-01,A,A10,23,25,2
2018-01-01,A,A10,24,26,2
2018-01-01,A,A10,25,8,2
2018-01-01,A,A10,26,7,2
2018-01-01,A,A10,27,12,2
2018-01-01,A,A10,28,17,2
2018-01-01,A,A10,29,6,2
2018-01-01,A,A10,30,25,2
2018-01-01,A,A10,31,19,2
2018-01-01,A,A10,32,21,2
2018-01-01,A,A10,33,16,2
2018-01-01,A,A10,34,3,2
2018-01-01,A,A10,35,0,2
2018-01-01,A,A10,36,2,2
2018-01-01,A,A10,37,0,2
2018-01-01,A,A10,38,0,2
2018-01-01,A,A10,39,0,2
2018-01-01,A,A10,40,0,2
2018-01-01,A,A10,41,0,2
2018-01-01,A,A10,42,0,2
2018-01-01,A,A10,43,0,2
2018-01-01,A,A10,44,0,2
2018-01-01,A,A10,45,0,2
2018-01-01,A,A10,46,0,2
2018-01-01,A,A10,47,0,2
2018-01-01,A,A10,48,0,2
2018-01-02,A,A10,1,0,0
2018-01-02,A,A10,2,0,0
2018-01-02,A,A10,3,0,0
2018-01-02,A,A10,4,0,0
2018-01-02,A,A10,5,0,0
2018-01-02,A,A10,6,0,0
2018-01-02,A,A10,7,0,0
2018-01-02,A,A10,8,0,0
2018-01-02,A,A10,9,0,0
2018-01-02,A,A10,10,0,0
2018-01-02,A,A10,11,0,0
2018-01-02,A,A10,12,0,0
2018-01-02,A,A10,13,0,0
2018-01-02,A,A10,14,0,0
2018-01-02,A,A10,15,0,0
2018-01-02,A,A10,16,0,0
2018-01-02,A,A10,17,0,0
2018-01-02,A,A10,18,6,0
2018-01-02,A,A10,19,45,0
2018-01-02,A,A10,20,86,0
2018-01-02,A,A10,21,83,0
2018-01-02,A,A10,22,88,0
2018-01-02,A,A10,23,86,0
2018-01-02,A,A10,24,86,0
2018-01-02,A,A10,25,66,0
2018-01-02,A,A10,26,69,0
2018-01-02,A,A10,27,57,0
2018-01-02,A,A10,28,74,0
2018-01-02,A,A10,29,89,0
2018-01-02,A,A10,30,103,0
2018-01-02,A,A10,31,104,0
2018-01-02,A,A10,32,113,0
2018-01-02,A,A10,33,112,0
2018-01-02,A,A10,34,68,0
2018-01-02,A,A10,35,34,0
2018-01-02,A,A10,36,7,0
2018-01-02,A,A10,37,1,0
2018-01-02,A,A10,38,0,0
2018-01-02,A,A10,39,0,0
2018-01-02,A,A10,40,0,0
2018-01-02,A,A10,41,0,0
2018-01-02,A,A10,42,0,0
2018-01-02,A,A10,43,0,0
2018-01-02,A,A10,44,0,0
2018-01-02,A,A10,45,0,0
2018-01-02,A,A10,46,0,0
2018-01-02,A,A10,47,0,0
2018-01-02,A,A10,48,0,0
2018-01-03,A,A10,1,0,0
2018-01-03,A,A10,2,0,0
2018-01-03,A,A10,3,0,0
2018-01-03,A,A10,4,0,0
2018-01-03,A,A10,5,0,0
2018-01-03,A,A10,6,0,0
2018-01-03,A,A10,7,0,0
2018-01-03,A,A10,8,0,0
2018-01-03,A,A10,9,0,0
2018-01-03,A,A10,10,0,0
2018-01-03,A,A10,11,0,0
2018-01-03,A,A10,12,0,0
2018-01-03,A,A10,13,0,0
2018-01-03,A,A10,14,0,0
2018-01-03,A,A10,15,0,0
2018-01-03,A,A10,16,0,0
2018-01-03,A,A10,17,0,0
2018-01-03,A,A10,18,9,0
2018-01-03,A,A10,19,61,0
2018-01-03,A,A10,20,74,0
2018-01-03,A,A10,21,96,0
2018-01-03,A,A10,22,105,0
2018-01-03,A,A10,23,97,0
2018-01-03,A,A10,24,88,0
2018-01-03,A,A10,25,65,0
2018-01-03,A,A10,26,56,0
2018-01-03,A,A10,27,68,0
2018-01-03,A,A10,28,76,0
2018-01-03,A,A10,29,76,0
2018-01-03,A,A10,30,81,0
2018-01-03,A,A10,31,92,0
2018-01-03,A,A10,32,80,0
2018-01-03,A,A10,33,85,0
2018-01-03,A,A10,34,60,0
2018-01-03,A,A10,35,41,0
2018-01-03,A,A10,36,8,0
2018-01-03,A,A10,37,0,0
2018-01-03,A,A10,38,0,0
2018-01-03,A,A10,39,0,0
2018-01-03,A,A10,40,0,0
2018-01-03,A,A10,41,0,0
2018-01-03,A,A10,42,0,0
2018-01-03,A,A10,43,0,0
2018-01-03,A,A10,44,0,0
2018-01-03,A,A10,45,0,0
2018-01-03,A,A10,46,0,0
2018-01-03,A,A10,47,0,0
2018-01-03,A,A10,48,0,0
2018-01-04,A,A10,1,0,0
2018-01-04,A,A10,2,0,0
2018-01-04,A,A10,3,0,0
2018-01-04,A,A10,4,0,0
2018-01-04,A,A10,5,0,0
2018-01-04,A,A10,6,0,0
2018-01-04,A,A10,7,0,0
2018-01-04,A,A10,8,0,0
2018-01-04,A,A10,9,0,0
2018-01-04,A,A10,10,0,0
2018-01-04,A,A10,11,0,0
2018-01-04,A,A10,12,0,0
2018-01-04,A,A10,13,0,0
2018-01-04,A,A10,14,0,0
2018-01-04,A,A10,15,0,0
2018-01-04,A,A10,16,0,0
2018-01-04,A,A10,17,0,0
2018-01-04,A,A10,18,9,0
2018-01-04,A,A10,19,52,0
2018-01-04,A,A10,20,80,0
2018-01-04,A,A10,21,98,0
2018-01-04,A,A10,22,75,0
2018-01-04,A,A10,23,95,0
2018-01-04,A,A10,24,85,0
2018-01-04,A,A10,25,73,0
2018-01-04,A,A10,26,48,0
2018-01-04,A,A10,27,60,0
2018-01-04,A,A10,28,68,0
2018-01-04,A,A10,29,66,0
2018-01-04,A,A10,30,81,0
2018-01-04,A,A10,31,96,0
2018-01-04,A,A10,32,78,0
2018-01-04,A,A10,33,94,0
2018-01-04,A,A10,34,68,0
2018-01-04,A,A10,35,18,0
2018-01-04,A,A10,36,3,0
2018-01-04,A,A10,37,0,0
2018-01-04,A,A10,38,0,0
2018-01-04,A,A10,39,0,0
2018-01-04,A,A10,40,0,0
2018-01-04,A,A10,41,0,0
2018-01-04,A,A10,42,0,0
2018-01-04,A,A10,43,0,0
2018-01-04,A,A10,44,0,0
2018-01-04,A,A10,45,0,0
2018-01-04,A,A10,46,0,0
2018-01-04,A,A10,47,0,0
2018-01-04,A,A10,48,0,0
2018-01-05,A,A10,1,0,0
2018-01-05,A,A10,2,0,0
2018-01-05,A,A10,3,0,0
2018-01-05,A,A10,4,0,0
2018-01-05,A,A10,5,0,0
2018-01-05,A,A10,6,0,0
2018-01-05,A,A10,7,0,0
2018-01-05,A,A10,8,0,0
2018-01-05,A,A10,9,0,0
2018-01-05,A,A10,10,0,0
2018-01-05,A,A10,11,0,0
2018-01-05,A,A10,12,0,0
2018-01-05,A,A10,13,0,0
2018-01-05,A,A10,14,0,0
2018-01-05,A,A10,15,0,0
2018-01-05,A,A10,16,0,0
2018-01-05,A,A10,17,0,0
2018-01-05,A,A10,18,11,0
2018-01-05,A,A10,19,45,0
2018-01-05,A,A10,20,88,0
2018-01-05,A,A10,21,82,0
2018-01-05,A,A10,22,93,0
2018-01-05,A,A10,23,71,0
2018-01-05,A,A10,24,72,0
2018-01-05,A,A10,25,61,0
2018-01-05,A,A10,26,57,0
2018-01-05,A,A10,27,72,0
2018-01-05,A,A10,28,70,0
2018-01-05,A,A10,29,75,0
2018-01-05,A,A10,30,106,0
2018-01-05,A,A10,31,77,0
2018-01-05,A,A10,32,99,0
2018-01-05,A,A10,33,82,0
2018-01-05,A,A10,34,70,0
2018-01-05,A,A10,35,26,0
2018-01-05,A,A10,36,7,0
2018-01-05,A,A10,37,0,0
2018-01-05,A,A10,38,0,0
2018-01-05,A,A10,39,0,0
2018-01-05,A,A10,40,0,0
2018-01-05,A,A10,41,0,0
2018-01-05,A,A10,42,0,0
2018-01-05,A,A10,43,0,0
2018-01-05,A,A10,44,0,0
2018-01-05,A,A10,45,0,0
2018-01-05,A,A10,46,0,0
2018-01-05,A,A10,47,0,0
2018-01-05,A,A10,48,0,0
2018-01-06,A,A10,1,0,1
2018-01-06,A,A10,2,0,1
2018-01-06,A,A10,3,0,1
2018-01-06,A,A10,4,0,1
2018-01-06,A,A10,5,0,1
2018-01-06,A,A10,6,0,1
2018-01-06,A,A10,7,0,1
2018-01-06,A,A10,8,0,1
2018-01-06,A,A10,9,0,1
2018-01-06,A,A10,10,0,1
2018-01-06,A,A10,11,0,1
2018-01-06,A,A10,12,0,1
2018-01-06,A,A10,13,0,1
2018-01-06,A,A10,14,0,1
2018-01-06,A,A10,15,0,1
2018-01-06,A,A10,16,0,1
2018-01-06,A,A10,17,0,1
2018-01-06,A,A10,18,2,1
2018-01-06,A,A10,19,16,1
2018-01-06,A,A10,20,39,1
2018-01-06,A,A10,21,50,1
2018-01-06,A,A10,22,48,1
2018-01-06,A,A10,23,48,1
2018-01-06,A,A10,24,44,1
2018-01-06,A,A10,25,17,1
2018-01-06,A,A10,26,33,1
2018-01-06,A,A10,27,35,1
2018-01-06,A,A10,28,28,1
2018-01-06,A,A10,29,35,1
2018-01-06,A,A10,30,42,1
2018-01-06,A,A10,31,26,1
2018-01-06,A,A10,32,40,1
2018-01-06,A,A10,33,35,1
2018-01-06,A,A10,34,23,1
2018-01-06,A,A10,35,10,1
2018-01-06,A,A10,36,1,1
2018-01-06,A,A10,37,0,1
2018-01-06,A,A10,38,0,1
2018-01-06,A,A10,39,0,1
2018-01-06,A,A10,40,0,1
2018-01-06,A,A10,41,0,1
2018-01-06,A,A10,42,0,1
2018-01-06,A,A10,43,0,1
2018-01-06,A,A10,44,0,1
2018-01-06,A,A10,45,0,1
2018-01-06,A,A10,46,0,1
2018-01-06,A,A10,47,0,1
2018-01-06,A,A10,48,0,1
2018-01-07,A,A10,1,0,1
2018-01-07,A,A10,2,0,1
2018-01-07,A,A10,3,0,1
2018-01-07,A,A10,4,0,1
2018-01-07,A,A10,5,0,1
2018-01-07,A,A10,6,0,1
2018-01-07,A,A10,7,0,1
2018-01-07,A,A10,8,0,1
2018-01-07,A,A10,9,0,1
2018-01-07,A,A10,10,0,1
2018-01-07,A,A10,11,0,1
