date,post_id,biz_type,periods,amount,wkd
2018-01-01,A,A12,1,0,2
2018-01-01,A,A12,2,0,2
2018-01-01,A,A12,3,0,2
2018-01-01,A,A12,4,0,2
2018-01-01,A,A12,5,0,2
2018-01-01,A,A12,6,0,2
2018-01-01,A,A12,7,0,2
2018-01-01,A,A12,8,0,2
2018-01-01,A,A12,9,0,2
2018-01-01,A,A12,10,0,2
2018-01-01,A,A12,11,0,2
2018-01-01,A,A12,12,0,2
2018-01-01,A,A12,13,0,2
2018-01-01,A,A12,14,0,2
2018-01-01,A,A12,15,0,2
2018-01-01,A,A12,16,0,2
2018-01-01,A,A12,17,1,2
2018-01-01,A,A12,18,11,2
2018-01-01,A,A12,19,131,2
2018-01-01,A,A12,20,253,2
2018-01-01,A,A12,21,358,2
2018-01-01,A,A12,22,431,2
2018-01-01,A,A12,23,436,2
2018-01-01,A,A12,24,342,2
2018-01-01,A,A12,25,275,2
2018-01-01,A,A12,26,256,2
2018-01-01,A,A12,27,263,2
2018-01-01,A,A12,28,312,2
2018-01-01,A,A12,29,357,2
2018-01-01,A,A12,30,365,2
2018-01-01,A,A12,31,360,2
2018-01-01,A,A12,32,358,2
2018-01-01,A,A12,33,217,2
2018-01-01,A,A12,34,163,2
2018-01-01,A,A12,35,39,2
2018-01-01,A,A12,36,5,2
2018-01-01,A,A12,37,0,2
2018-01-01,A,A12,38,0,2
2018-01-01,A,A12,39,0,2
2018-01-01,A,A12,40,0,2
2018-01-01,A,A12,41,0,2
2018-01-01,A,A12,42,0,2
2018-01-01,A,A12,43,0,2
2018-01-01,A,A12,44,0,2
2018-01-01,A,A12,45,0,2
2018-01-01,A,A12,46,0,2
2018-01-01,A,A12,47,0,2
2018-01-01,A,A12,48,0,2
2018-01-02,A,A12,1,0,0
2018-01-02,A,A12,2,0,0
2018-01-02,A,A12,3,0,0
2018-01-02,A,A12,4,0,0
2018-01-02,A,A12,5,0,0
2018-01-02,A,A12,6,0,0
2018-01-02,A,A12,7,0,0
2018-01-02,A,A12,8,0,0
2018-01-02,A,A12,9,0,0
2018-01-02,A,A12,10,0,0
2018-01-02,A,A12,11,0,0
2018-01-02,A,A12,12,0,0
2018-01-02,A,A12,13,0,0
2018-01-02,A,A12,14,0,0
2018-01-02,A,A12,15,0,0
2018-01-02,A,A12,16,0,0
2018-01-02,A,A12,17,0,0
2018-01-02,A,A12,18,168,0
2018-01-02,A,A12,19,617,0
2018-01-02,A,A12,20,949,0
2018-01-02,A,A12,21,986,0
2018-01-02,A,A12,22,1068,0
2018-01-02,A,A12,23,1019,0
2018-01-02,A,A12,24,921,0
2018-01-02,A,A12,25,828,0
2018-01-02,A,A12,26,772,0
2018-01-02,A,A12,27,804,0
2018-01-02,A,A12,28,936,0
2018-01-02,A,A12,29,1019,0
2018-01-02,A,A12,30,1133,0
2018-01-02,A,A12,31,1178,0
2018-01-02,A,A12,32,1139,0
2018-01-02,A,A12,33,1052,0
2018-01-02,A,A12,34,861,0
2018-01-02,A,A12,35,380,0
2018-01-02,A,A12,36,46,0
2018-01-02,A,A12,37,2,0
2018-01-02,A,A12,38,0,0
2018-01-02,A,A12,39,0,0
2018-01-02,A,A12,40,0,0
2018-01-02,A,A12,41,0,0
2018-01-02,A,A12,42,0,0
2018-01-02,A,A12,43,0,0
2018-01-02,A,A12,44,0,0
2018-01-02,A,A12,45,0,0
2018-01-02,A,A12,46,0,0
2018-01-02,A,A12,47,0,0
2018-01-02,A,A12,48,0,0
2018-01-03,A,A12,1,0,0
2018-01-03,A,A12,2,0,0
2018-01-03,A,A12,3,0,0
2018-01-03,A,A12,4,0,0
2018-01-03,A,A12,5,0,0
2018-01-03,A,A12,6,0,0
2018-01-03,A,A12,7,0,0
2018-01-03,A,A12,8,0,0
2018-01-03,A,A12,9,0,0
2018-01-03,A,A12,10,0,0
2018-01-03,A,A12,11,0,0
2018-01-03,A,A12,12,0,0
2018-01-03,A,A12,13,0,0
2018-01-03,A,A12,14,0,0
2018-01-03,A,A12,15,0,0
2018-01-03,A,A12,16,0,0
2018-01-03,A,A12,17,0,0
2018-01-03,A,A12,18,151,0
2018-01-03,A,A12,19,746,0
2018-01-03,A,A12,20,1002,0
2018-01-03,A,A12,21,1121,0
2018-01-03,A,A12,22,1071,0
2018-01-03,A,A12,23,1078,0
2018-01-03,A,A12,24,879,0
2018-01-03,A,A12,25,827,0
2018-01-03,A,A12,26,805,0
2018-01-03,A,A12,27,737,0
2018-01-03,A,A12,28,878,0
2018-01-03,A,A12,29,1022,0
2018-01-03,A,A12,30,1123,0
2018-01-03,A,A12,31,1110,0
2018-01-03,A,A12,32,1042,0
2018-01-03,A,A12,33,1019,0
2018-01-03,A,A12,34,866,0
2018-01-03,A,A12,35,333,0
2018-01-03,A,A12,36,52,0
2018-01-03,A,A12,37,1,0
2018-01-03,A,A12,38,0,0
2018-01-03,A,A12,39,0,0
2018-01-03,A,A12,40,0,0
2018-01-03,A,A12,41,0,0
2018-01-03,A,A12,42,0,0
2018-01-03,A,A12,43,0,0
2018-01-03,A,A12,44,0,0
2018-01-03,A,A12,45,0,0
2018-01-03,A,A12,46,0,0
2018-01-03,A,A12,47,0,0
2018-01-03,A,A12,48,0,0
2018-01-04,A,A12,1,0,0
2018-01-04,A,A12,2,0,0
2018-01-04,A,A12,3,0,0
