date,post_id,biz_type,periods,amount,wkd
2018-01-01,A,A13,1,0,2
2018-01-01,A,A13,2,0,2
2018-01-01,A,A13,3,0,2
2018-01-01,A,A13,4,0,2
2018-01-01,A,A13,5,0,2
2018-01-01,A,A13,6,0,2
2018-01-01,A,A13,7,0,2
2018-01-01,A,A13,8,0,2
2018-01-01,A,A13,9,0,2
2018-01-01,A,A13,10,0,2
2018-01-01,A,A13,11,0,2
2018-01-01,A,A13,12,0,2
2018-01-01,A,A13,13,0,2
2018-01-01,A,A13,14,0,2
2018-01-01,A,A13,15,0,2
2018-01-01,A,A13,16,0,2
2018-01-01,A,A13,17,0,2
2018-01-01,A,A13,18,6,2
2018-01-01,A,A13,19,24,2
2018-01-01,A,A13,20,39,2
2018-01-01,A,A13,21,116,2
2018-01-01,A,A13,22,66,2
2018-01-01,A,A13,23,58,2
2018-01-01,A,A13,24,52,2
2018-01-01,A,A13,25,28,2
2018-01-01,A,A13,26,20,2
2018-01-01,A,A13,27,18,2
2018-01-01,A,A13,28,32,2
2018-01-01,A,A13,29,37,2
2018-01-01,A,A13,30,38,2
2018-01-01,A,A13,31,35,2
2018-01-01,A,A13,32,36,2
2018-01-01,A,A13,33,23,2
2018-01-01,A,A13,34,17,2
2018-01-01,A,A13,35,2,2
2018-01-01,A,A13,36,0,2
2018-01-01,A,A13,37,0,2
2018-01-01,A,A13,38,0,2
2018-01-01,A,A13,39,0,2
2018-01-01,A,A13,40,0,2
2018-01-01,A,A13,41,0,2
2018-01-01,A,A13,42,0,2
2018-01-01,A,A13,43,0,2
2018-01-01,A,A13,44,0,2
2018-01-01,A,A13,45,0,2
2018-01-01,A,A13,46,0,2
2018-01-01,A,A13,47,0,2
2018-01-01,A,A13,48,0,2
2018-01-02,A,A13,1,0,0
2018-01-02,A,A13,2,0,0
2018-01-02,A,A13,3,0,0
2018-01-02,A,A13,4,0,0
2018-01-02,A,A13,5,0,0
2018-01-02,A,A13,6,0,0
2018-01-02,A,A13,7,0,0
2018-01-02,A,A13,8,0,0
2018-01-02,A,A13,9,0,0
2018-01-02,A,A13,10,0,0
2018-01-02,A,A13,11,0,0
2018-01-02,A,A13,12,0,0
2018-01-02,A,A13,13,0,0
2018-01-02,A,A13,14,0,0
2018-01-02,A,A13,15,0,0
2018-01-02,A,A13,16,0,0
2018-01-02,A,A13,17,0,0
2018-01-02,A,A13,18,22,0
2018-01-02,A,A13,19,178,0
2018-01-02,A,A13,20,304,0
2018-01-02,A,A13,21,342,0
2018-01-02,A,A13,22,365,0
2018-01-02,A,A13,23,344,0
2018-01-02,A,A13,24,269,0
2018-01-02,A,A13,25,217,0
2018-01-02,A,A13,26,184,0
2018-01-02,A,A13,27,197,0
2018-01-02,A,A13,28,235,0
2018-01-02,A,A13,29,328,0
2018-01-02,A,A13,30,353,0
2018-01-02,A,A13,31,358,0
2018-01-02,A,A13,32,352,0
2018-01-02,A,A13,33,311,0
2018-01-02,A,A13,34,241,0
2018-01-02,A,A13,35,86,0
2018-01-02,A,A13,36,15,0
2018-01-02,A,A13,37,0,0
2018-01-02,A,A13,38,0,0
2018-01-02,A,A13,39,0,0
2018-01-02,A,A13,40,0,0
2018-01-02,A,A13,41,0,0
2018-01-02,A,A13,42,0,0
2018-01-02,A,A13,43,0,0
2018-01-02,A,A13,44,0,0
2018-01-02,A,A13,45,0,0
2018-01-02,A,A13,46,0,0
2018-01-02,A,A13,47,0,0
