date,post_id,biz_type,periods,amount,wkd
2018-01-01,A,A1,1,0,2
2018-01-01,A,A1,2,0,2
2018-01-01,A,A1,3,0,2
2018-01-01,A,A1,4,0,2
2018-01-01,A,A1,5,0,2
2018-01-01,A,A1,6,0,2
2018-01-01,A,A1,7,0,2
2018-01-01,A,A1,8,0,2
2018-01-01,A,A1,9,0,2
2018-01-01,A,A1,10,0,2
2018-01-01,A,A1,11,0,2
2018-01-01,A,A1,12,0,2
2018-01-01,A,A1,13,0,2
2018-01-01,A,A1,14,0,2
2018-01-01,A,A1,15,0,2
2018-01-01,A,A1,16,0,2
2018-01-01,A,A1,17,0,2
2018-01-01,A,A1,18,0,2
2018-01-01,A,A1,19,0,2
2018-01-01,A,A1,20,0,2
2018-01-01,A,A1,21,0,2
2018-01-01,A,A1,22,0,2
2018-01-01,A,A1,23,0,2
2018-01-01,A,A1,24,0,2
2018-01-01,A,A1,25,0,2
2018-01-01,A,A1,26,0,2
2018-01-01,A,A1,27,0,2
2018-01-01,A,A1,28,0,2
2018-01-01,A,A1,29,0,2
2018-01-01,A,A1,30,0,2
2018-01-01,A,A1,31,0,2
2018-01-01,A,A1,32,0,2
2018-01-01,A,A1,33,0,2
2018-01-01,A,A1,34,0,2
2018-01-01,A,A1,35,0,2
2018-01-01,A,A1,36,0,2
2018-01-01,A,A1,37,0,2
2018-01-01,A,A1,38,0,2
2018-01-01,A,A1,39,0,2
2018-01-01,A,A1,40,0,2
2018-01-01,A,A1,41,0,2
2018-01-01,A,A1,42,0,2
2018-01-01,A,A1,43,0,2
2018-01-01,A,A1,44,0,2
2018-01-01,A,A1,45,0,2
2018-01-01,A,A1,46,0,2
2018-01-01,A,A1,47,0,2
2018-01-01,A,A1,48,0,2
2018-01-02,A,A1,1,0,0
2018-01-02,A,A1,2,0,0
2018-01-02,A,A1,3,0,0
2018-01-02,A,A1,4,0,0
2018-01-02,A,A1,5,0,0
2018-01-02,A,A1,6,0,0
2018-01-02,A,A1,7,0,0
2018-01-02,A,A1,8,0,0
2018-01-02,A,A1,9,0,0
2018-01-02,A,A1,10,0,0
2018-01-02,A,A1,11,0,0
2018-01-02,A,A1,12,0,0
2018-01-02,A,A1,13,0,0
2018-01-02,A,A1,14,0,0
2018-01-02,A,A1,15,0,0
2018-01-02,A,A1,16,0,0
2018-01-02,A,A1,17,0,0
2018-01-02,A,A1,18,0,0
2018-01-02,A,A1,19,2,0
2018-01-02,A,A1,20,1,0
2018-01-02,A,A1,21,6,0
2018-01-02,A,A1,22,9,0
2018-01-02,A,A1,23,7,0
2018-01-02,A,A1,24,11,0
2018-01-02,A,A1,25,3,0
2018-01-02,A,A1,26,1,0
2018-01-02,A,A1,27,0,0
2018-01-02,A,A1,28,0,0
2018-01-02,A,A1,29,12,0
2018-01-02,A,A1,30,12,0
2018-01-02,A,A1,31,15,0
2018-01-02,A,A1,32,14,0
2018-01-02,A,A1,33,10,0
2018-01-02,A,A1,34,11,0
2018-01-02,A,A1,35,4,0
2018-01-02,A,A1,36,4,0
2018-01-02,A,A1,37,0,0
2018-01-02,A,A1,38,0,0
2018-01-02,A,A1,39,0,0
2018-01-02,A,A1,40,0,0
2018-01-02,A,A1,41,0,0
2018-01-02,A,A1,42,0,0
2018-01-02,A,A1,43,0,0
2018-01-02,A,A1,44,0,0
2018-01-02,A,A1,45,0,0
2018-01-02,A,A1,46,0,0
2018-01-02,A,A1,47,0,0
2018-01-02,A,A1,48,0,0
2018-01-03,A,A1,1,0,0
2018-01-03,A,A1,2,0,0
2018-01-03,A,A1,3,0,0
2018-01-03,A,A1,4,0,0
2018-01-03,A,A1,5,0,0
2018-01-03,A,A1,6,0,0
2018-01-03,A,A1,7,0,0
2018-01-03,A,A1,8,0,0
2018-01-03,A,A1,9,0,0
2018-01-03,A,A1,10,0,0
2018-01-03,A,A1,11,0,0
2018-01-03,A,A1,12,0,0
2018-01-03,A,A1,13,0,0
2018-01-03,A,A1,14,0,0
2018-01-03,A,A1,15,0,0
2018-01-03,A,A1,16,0,0
2018-01-03,A,A1,17,0,0
2018-01-03,A,A1,18,1,0
2018-01-03,A,A1,19,0,0
2018-01-03,A,A1,20,7,0
2018-01-03,A,A1,21,15,0
2018-01-03,A,A1,22,14,0
2018-01-03,A,A1,23,18,0
2018-01-03,A,A1,24,15,0
2018-01-03,A,A1,25,7,0
2018-01-03,A,A1,26,12,0
2018-01-03,A,A1,27,0,0
2018-01-03,A,A1,28,2,0
2018-01-03,A,A1,29,11,0
2018-01-03,A,A1,30,8,0
2018-01-03,A,A1,31,20,0
2018-01-03,A,A1,32,15,0
2018-01-03,A,A1,33,28,0
2018-01-03,A,A1,34,14,0
2018-01-03,A,A1,35,9,0
2018-01-03,A,A1,36,12,0
2018-01-03,A,A1,37,0,0
2018-01-03,A,A1,38,0,0
2018-01-03,A,A1,39,0,0
2018-01-03,A,A1,40,0,0
2018-01-03,A,A1,41,0,0
2018-01-03,A,A1,42,0,0
2018-01-03,A,A1,43,0,0
2018-01-03,A,A1,44,0,0
2018-01-03,A,A1,45,0,0
2018-01-03,A,A1,46,0,0
2018-01-03,A,A1,47,0,0
2018-01-03,A,A1,48,0,0
2018-01-04,A,A1,1,0,0
2018-01-04,A,A1,2,0,0
2018-01-04,A,A1,3,0,0
2018-01-04,A,A1,4,0,0
2018-01-04,A,A1,5,0,0
2018-01-04,A,A1,6,0,0
2018-01-04,A,A1,7,0,0
2018-01-04,A,A1,8,0,0
2018-01-04,A,A1,9,0,0
2018-01-04,A,A1,10,0,0
2018-01-04,A,A1,11,0,0
2018-01-04,A,A1,12,0,0
2018-01-04,A,A1,13,0,0
2018-01-04,A,A1,14,0,0
2018-01-04,A,A1,15,0,0
2018-01-04,A,A1,16,0,0
2018-01-04,A,A1,17,0,0
2018-01-04,A,A1,18,0,0
2018-01-04,A,A1,19,0,0
2018-01-04,A,A1,20,5,0
2018-01-04,A,A1,21,17,0
2018-01-04,A,A1,22,19,0
2018-01-04,A,A1,23,15,0
2018-01-04,A,A1,24,20,0
2018-01-04,A,A1,25,14,0
2018-01-04,A,A1,26,6,0
2018-01-04,A,A1,27,1,0
2018-01-04,A,A1,28,2,0
2018-01-04,A,A1,29,10,0
2018-01-04,A,A1,30,15,0
2018-01-04,A,A1,31,38,0
2018-01-04,A,A1,32,23,0
2018-01-04,A,A1,33,25,0
2018-01-04,A,A1,34,13,0
2018-01-04,A,A1,35,8,0
2018-01-04,A,A1,36,12,0
2018-01-04,A,A1,37,0,0
2018-01-04,A,A1,38,0,0
2018-01-04,A,A1,39,0,0
2018-01-04,A,A1,40,0,0
2018-01-04,A,A1,41,0,0
2018-01-04,A,A1,42,0,0
2018-01-04,A,A1,43,0,0
2018-01-04,A,A1,44,0,0
2018-01-04,A,A1,45,0,0
2018-01-04,A,A1,46,0,0
2018-01-04,A,A1,47,0,0
2018-01-04,A,A1,48,0,0
2018-01-05,A,A1,1,0,0
2018-01-05,A,A1,2,0,0
2018-01-05,A,A1,3,0,0
2018-01-05,A,A1,4,0,0
2018-01-05,A,A1,5,0,0
2018-01-05,A,A1,6,0,0
2018-01-05,A,A1,7,0,0
2018-01-05,A,A1,8,0,0
2018-01-05,A,A1,9,0,0
2018-01-05,A,A1,10,0,0
2018-01-05,A,A1,11,0,0
2018-01-05,A,A1,12,0,0
2018-01-05,A,A1,13,0,0
2018-01-05,A,A1,14,0,0
2018-01-05,A,A1,15,0,0
2018-01-05,A,A1,16,0,0
2018-01-05,A,A1,17,0,0
2018-01-05,A,A1,18,0,0
2018-01-05,A,A1,19,4,0
2018-01-05,A,A1,20,10,0
2018-01-05,A,A1,21,15,0
2018-01-05,A,A1,22,23,0
2018-01-05,A,A1,23,22,0
2018-01-05,A,A1,24,31,0
2018-01-05,A,A1,25,12,0
2018-01-05,A,A1,26,2,0
2018-01-05,A,A1,27,1,0
2018-01-05,A,A1,28,2,0
2018-01-05,A,A1,29,7,0
2018-01-05,A,A1,30,16,0
2018-01-05,A,A1,31,22,0
2018-01-05,A,A1,32,29,0
2018-01-05,A,A1,33,26,0
2018-01-05,A,A1,34,22,0
2018-01-05,A,A1,35,4,0
2018-01-05,A,A1,36,4,0
2018-01-05,A,A1,37,0,0
2018-01-05,A,A1,38,0,0
2018-01-05,A,A1,39,0,0
2018-01-05,A,A1,40,0,0
2018-01-05,A,A1,41,0,0
2018-01-05,A,A1,42,0,0
2018-01-05,A,A1,43,0,0
2018-01-05,A,A1,44,0,0
2018-01-05,A,A1,45,0,0
2018-01-05,A,A1,46,0,0
2018-01-05,A,A1,47,0,0
2018-01-05,A,A1,48,0,0
2018-01-06,A,A1,1,0,1
2018-01-06,A,A1,2,0,1
2018-01-06,A,A1,3,0,1
2018-01-06,A,A1,4,0,1
2018-01-06,A,A1,5,0,1
2018-01-06,A,A1,6,0,1
2018-01-06,A,A1,7,0,1
2018-01-06,A,A1,8,0,1
2018-01-06,A,A1,9,0,1
2018-01-06,A,A1,10,0,1
2018-01-06,A,A1,11,0,1
2018-01-06,A,A1,12,0,1
2018-01-06,A,A1,13,0,1
2018-01-06,A,A1,14,0,1
2018-01-06,A,A1,15,0,1
2018-01-06,A,A1,16,0,1
2018-01-06,A,A1,17,0,1
2018-01-06,A,A1,18,0,1
2018-01-06,A,A1,19,0,1
2018-01-06,A,A1,20,0,1
2018-01-06,A,A1,21,0,1
2018-01-06,A,A1,22,0,1
2018-01-06,A,A1,23,0,1
2018-01-06,A,A1,24,0,1
2018-01-06,A,A1,25,0,1
2018-01-06,A,A1,26,2,1
2018-01-06,A,A1,27,0,1
2018-01-06,A,A1,28,0,1
2018-01-06,A,A1,29,0,1
2018-01-06,A,A1,30,0,1
2018-01-06,A,A1,31,0,1
2018-01-06,A,A1,32,0,1
2018-01-06,A,A1,33,1,1
2018-01-06,A,A1,34,0,1
2018-01-06,A,A1,35,0,1
2018-01-06,A,A1,36,0,1
2018-01-06,A,A1,37,0,1
2018-01-06,A,A1,38,0,1
2018-01-06,A,A1,39,0,1
2018-01-06,A,A1,40,0,1
2018-01-06,A,A1,41,0,1
2018-01-06,A,A1,42,0,1
2018-01-06,A,A1,43,0,1
2018-01-06,A,A1,44,0,1
2018-01-06,A,A1,45,0,1
2018-01-06,A,A1,46,0,1
2018-01-06,A,A1,47,0,1
2018-01-06,A,A1,48,0,1
2018-01-07,A,A1,1,0,1
2018-01-07,A,A1,2,0,1
2018-01-07,A,A1,3,0,1
2018-01-07,A,A1,4,0,1
2018-01-07,A,A1,5,0,1
2018-01-07,A,A1,6,0,1
2018-01-07,A,A1,7,0,1
2018-01-07,A,A1,8,0,1
2018-01-07,A,A1,9,0,1
2018-01-07,A,A1,10,0,1
2018-01-07,A,A1,11,0,1
2018-01-07,A,A1,12,0,1
2018-01-07,A,A1,13,0,1
2018-01-07,A,A1,14,0,1
2018-01-07,A,A1,15,0,1
2018-01-07,A,A1,16,0,1
2018-01-07,A,A1,17,0,1
2018-01-07,A,A1,18,0,1
2018-01-07,A,A1,19,0,1
2018-01-07,A,A1,20,0,1
2018-01-07,A,A1,21,0,1
2018-01-07,A,A1,22,0,1
2018-01-07,A,A1,23,0,1
2018-01-07,A,A1,24,0,1
2018-01-07,A,A1,25,1,1
2018-01-07,A,A1,26,0,1
2018-01-07,A,A1,27,0,1
2018-01-07,A,A1,28,0,1
2018-01-07,A,A1,29,0,1
2018-01-07,A,A1,30,0,1
2018-01-07,A,A1,31,0,1
2018-01-07,A,A1,32,0,1
2018-01-07,A,A1,33,0,1
2018-01-07,A,A1,34,0,1
2018-01-07,A,A1,35,0,1
2018-01-07,A,A1,36,0,1
2018-01-07,A,A1,37,0,1
2018-01-07,A,A1,38,0,1
2018-01-07,A,A1,39,0,1
2018-01-07,A,A1,40,0,1
2018-01-07,A,A1,41,0,1
2018-01-07,A,A1,42,0,1
2018-01-07,A,A1,43,0,1
2018-01-07,A,A1,44,0,1
2018-01-07,A,A1,45,0,1
2018-01-07,A,A1,46,0,1
2018-01-07,A,A1,47,0,1
2018-01-07,A,A1,48,0,1
2018-01-08,A,A1,1,0,0
2018-01-08,A,A1,2,0,0
2018-01-08,A,A1,3,0,0
2018-01-08,A,A1,4,0,0
