date,post_id,biz_type,periods,amount,wkd
2018-01-01,A,A2,1,0,2
2018-01-01,A,A2,2,0,2
2018-01-01,A,A2,3,0,2
2018-01-01,A,A2,4,0,2
2018-01-01,A,A2,5,0,2
2018-01-01,A,A2,6,0,2
2018-01-01,A,A2,7,0,2
2018-01-01,A,A2,8,0,2
2018-01-01,A,A2,9,0,2
2018-01-01,A,A2,10,0,2
2018-01-01,A,A2,11,0,2
2018-01-01,A,A2,12,0,2
2018-01-01,A,A2,13,0,2
2018-01-01,A,A2,14,0,2
2018-01-01,A,A2,15,0,2
2018-01-01,A,A2,16,0,2
2018-01-01,A,A2,17,0,2
2018-01-01,A,A2,18,0,2
2018-01-01,A,A2,19,0,2
2018-01-01,A,A2,20,3,2
2018-01-01,A,A2,21,4,2
2018-01-01,A,A2,22,2,2
2018-01-01,A,A2,23,7,2
2018-01-01,A,A2,24,5,2
2018-01-01,A,A2,25,5,2
2018-01-01,A,A2,26,0,2
2018-01-01,A,A2,27,1,2
2018-01-01,A,A2,28,10,2
2018-01-01,A,A2,29,7,2
2018-01-01,A,A2,30,3,2
2018-01-01,A,A2,31,7,2
2018-01-01,A,A2,32,4,2
2018-01-01,A,A2,33,7,2
2018-01-01,A,A2,34,4,2
2018-01-01,A,A2,35,2,2
2018-01-01,A,A2,36,0,2
2018-01-01,A,A2,37,0,2
2018-01-01,A,A2,38,0,2
2018-01-01,A,A2,39,0,2
2018-01-01,A,A2,40,0,2
2018-01-01,A,A2,41,0,2
2018-01-01,A,A2,42,0,2
2018-01-01,A,A2,43,0,2
2018-01-01,A,A2,44,0,2
2018-01-01,A,A2,45,0,2
2018-01-01,A,A2,46,0,2
2018-01-01,A,A2,47,0,2
2018-01-01,A,A2,48,0,2
2018-01-02,A,A2,1,0,0
2018-01-02,A,A2,2,0,0
2018-01-02,A,A2,3,0,0
2018-01-02,A,A2,4,0,0
2018-01-02,A,A2,5,0,0
2018-01-02,A,A2,6,0,0
2018-01-02,A,A2,7,0,0
2018-01-02,A,A2,8,0,0
2018-01-02,A,A2,9,0,0
2018-01-02,A,A2,10,0,0
2018-01-02,A,A2,11,0,0
2018-01-02,A,A2,12,0,0
2018-01-02,A,A2,13,0,0
2018-01-02,A,A2,14,0,0
2018-01-02,A,A2,15,0,0
2018-01-02,A,A2,16,0,0
2018-01-02,A,A2,17,0,0
2018-01-02,A,A2,18,0,0
2018-01-02,A,A2,19,2,0
2018-01-02,A,A2,20,16,0
2018-01-02,A,A2,21,15,0
2018-01-02,A,A2,22,8,0
2018-01-02,A,A2,23,7,0
2018-01-02,A,A2,24,20,0
2018-01-02,A,A2,25,14,0
2018-01-02,A,A2,26,8,0
2018-01-02,A,A2,27,7,0
2018-01-02,A,A2,28,7,0
2018-01-02,A,A2,29,16,0
2018-01-02,A,A2,30,29,0
2018-01-02,A,A2,31,15,0
2018-01-02,A,A2,32,19,0
2018-01-02,A,A2,33,28,0
2018-01-02,A,A2,34,23,0
2018-01-02,A,A2,35,9,0
2018-01-02,A,A2,36,0,0
2018-01-02,A,A2,37,0,0
2018-01-02,A,A2,38,0,0
2018-01-02,A,A2,39,0,0
2018-01-02,A,A2,40,0,0
2018-01-02,A,A2,41,0,0
2018-01-02,A,A2,42,0,0
2018-01-02,A,A2,43,0,0
2018-01-02,A,A2,44,0,0
2018-01-02,A,A2,45,0,0
2018-01-02,A,A2,46,0,0
2018-01-02,A,A2,47,0,0
2018-01-02,A,A2,48,0,0
2018-01-03,A,A2,1,0,0
2018-01-03,A,A2,2,0,0
2018-01-03,A,A2,3,0,0
2018-01-03,A,A2,4,0,0
2018-01-03,A,A2,5,0,0
2018-01-03,A,A2,6,0,0
2018-01-03,A,A2,7,0,0
2018-01-03,A,A2,8,0,0
2018-01-03,A,A2,9,0,0
2018-01-03,A,A2,10,0,0
2018-01-03,A,A2,11,0,0
2018-01-03,A,A2,12,0,0
2018-01-03,A,A2,13,0,0
2018-01-03,A,A2,14,0,0
2018-01-03,A,A2,15,0,0
2018-01-03,A,A2,16,0,0
2018-01-03,A,A2,17,0,0
2018-01-03,A,A2,18,0,0
2018-01-03,A,A2,19,4,0
2018-01-03,A,A2,20,4,0
2018-01-03,A,A2,21,8,0
2018-01-03,A,A2,22,16,0
2018-01-03,A,A2,23,9,0
2018-01-03,A,A2,24,5,0
2018-01-03,A,A2,25,5,0
2018-01-03,A,A2,26,6,0
2018-01-03,A,A2,27,12,0
2018-01-03,A,A2,28,9,0
2018-01-03,A,A2,29,7,0
2018-01-03,A,A2,30,19,0
2018-01-03,A,A2,31,19,0
2018-01-03,A,A2,32,24,0
2018-01-03,A,A2,33,10,0
2018-01-03,A,A2,34,17,0
2018-01-03,A,A2,35,4,0
2018-01-03,A,A2,36,4,0
2018-01-03,A,A2,37,0,0
2018-01-03,A,A2,38,0,0
2018-01-03,A,A2,39,0,0
2018-01-03,A,A2,40,0,0
2018-01-03,A,A2,41,0,0
2018-01-03,A,A2,42,0,0
2018-01-03,A,A2,43,0,0
2018-01-03,A,A2,44,0,0
2018-01-03,A,A2,45,0,0
2018-01-03,A,A2,46,0,0
2018-01-03,A,A2,47,0,0
2018-01-03,A,A2,48,0,0
2018-01-04,A,A2,1,0,0
2018-01-04,A,A2,2,0,0
2018-01-04,A,A2,3,0,0
2018-01-04,A,A2,4,0,0
2018-01-04,A,A2,5,0,0
2018-01-04,A,A2,6,0,0
2018-01-04,A,A2,7,0,0
2018-01-04,A,A2,8,0,0
2018-01-04,A,A2,9,0,0
2018-01-04,A,A2,10,0,0
2018-01-04,A,A2,11,0,0
2018-01-04,A,A2,12,0,0
2018-01-04,A,A2,13,0,0
2018-01-04,A,A2,14,0,0
2018-01-04,A,A2,15,0,0
2018-01-04,A,A2,16,0,0
2018-01-04,A,A2,17,0,0
2018-01-04,A,A2,18,0,0
2018-01-04,A,A2,19,2,0
2018-01-04,A,A2,20,6,0
2018-01-04,A,A2,21,6,0
2018-01-04,A,A2,22,11,0
2018-01-04,A,A2,23,5,0
2018-01-04,A,A2,24,3,0
2018-01-04,A,A2,25,5,0
2018-01-04,A,A2,26,6,0
2018-01-04,A,A2,27,2,0
2018-01-04,A,A2,28,9,0
2018-01-04,A,A2,29,12,0
2018-01-04,A,A2,30,31,0
2018-01-04,A,A2,31,6,0
2018-01-04,A,A2,32,11,0
2018-01-04,A,A2,33,15,0
2018-01-04,A,A2,34,18,0
