date,post_id,biz_type,periods,amount,wkd
2018-01-01,A,A4,1,0,2
2018-01-01,A,A4,2,0,2
2018-01-01,A,A4,3,0,2
2018-01-01,A,A4,4,0,2
2018-01-01,A,A4,5,0,2
2018-01-01,A,A4,6,0,2
2018-01-01,A,A4,7,0,2
2018-01-01,A,A4,8,0,2
2018-01-01,A,A4,9,0,2
2018-01-01,A,A4,10,0,2
2018-01-01,A,A4,11,0,2
2018-01-01,A,A4,12,0,2
2018-01-01,A,A4,13,0,2
2018-01-01,A,A4,14,0,2
2018-01-01,A,A4,15,0,2
2018-01-01,A,A4,16,0,2
2018-01-01,A,A4,17,0,2
2018-01-01,A,A4,18,0,2
2018-01-01,A,A4,19,1,2
2018-01-01,A,A4,20,7,2
2018-01-01,A,A4,21,13,2
2018-01-01,A,A4,22,10,2
2018-01-01,A,A4,23,14,2
2018-01-01,A,A4,24,3,2
2018-01-01,A,A4,25,14,2
2018-01-01,A,A4,26,2,2
2018-01-01,A,A4,27,4,2
2018-01-01,A,A4,28,4,2
2018-01-01,A,A4,29,3,2
2018-01-01,A,A4,30,7,2
2018-01-01,A,A4,31,10,2
2018-01-01,A,A4,32,7,2
2018-01-01,A,A4,33,7,2
2018-01-01,A,A4,34,6,2
2018-01-01,A,A4,35,0,2
2018-01-01,A,A4,36,1,2
2018-01-01,A,A4,37,0,2
2018-01-01,A,A4,38,0,2
2018-01-01,A,A4,39,0,2
2018-01-01,A,A4,40,0,2
2018-01-01,A,A4,41,0,2
2018-01-01,A,A4,42,0,2
2018-01-01,A,A4,43,0,2
2018-01-01,A,A4,44,0,2
2018-01-01,A,A4,45,0,2
2018-01-01,A,A4,46,0,2
2018-01-01,A,A4,47,0,2
2018-01-01,A,A4,48,0,2
2018-01-02,A,A4,1,0,0
2018-01-02,A,A4,2,0,0
2018-01-02,A,A4,3,0,0
2018-01-02,A,A4,4,0,0
2018-01-02,A,A4,5,0,0
2018-01-02,A,A4,6,0,0
2018-01-02,A,A4,7,0,0
2018-01-02,A,A4,8,0,0
2018-01-02,A,A4,9,0,0
2018-01-02,A,A4,10,0,0
2018-01-02,A,A4,11,0,0
2018-01-02,A,A4,12,0,0
2018-01-02,A,A4,13,0,0
2018-01-02,A,A4,14,0,0
2018-01-02,A,A4,15,0,0
2018-01-02,A,A4,16,0,0
2018-01-02,A,A4,17,0,0
2018-01-02,A,A4,18,1,0
2018-01-02,A,A4,19,22,0
2018-01-02,A,A4,20,43,0
2018-01-02,A,A4,21,58,0
2018-01-02,A,A4,22,68,0
2018-01-02,A,A4,23,60,0
2018-01-02,A,A4,24,58,0
2018-01-02,A,A4,25,46,0
2018-01-02,A,A4,26,37,0
2018-01-02,A,A4,27,55,0
2018-01-02,A,A4,28,47,0
2018-01-02,A,A4,29,53,0
2018-01-02,A,A4,30,74,0
2018-01-02,A,A4,31,55,0
2018-01-02,A,A4,32,59,0
2018-01-02,A,A4,33,62,0
2018-01-02,A,A4,34,48,0
2018-01-02,A,A4,35,44,0
2018-01-02,A,A4,36,15,0
