date,post_id,biz_type,periods,amount,wkd
2018-01-01,A,A8,1,0,2
2018-01-01,A,A8,2,0,2
2018-01-01,A,A8,3,0,2
2018-01-01,A,A8,4,0,2
2018-01-01,A,A8,5,0,2
2018-01-01,A,A8,6,0,2
2018-01-01,A,A8,7,0,2
2018-01-01,A,A8,8,0,2
2018-01-01,A,A8,9,0,2
2018-01-01,A,A8,10,0,2
2018-01-01,A,A8,11,0,2
2018-01-01,A,A8,12,0,2
2018-01-01,A,A8,13,0,2
2018-01-01,A,A8,14,0,2
2018-01-01,A,A8,15,0,2
2018-01-01,A,A8,16,0,2
2018-01-01,A,A8,17,0,2
2018-01-01,A,A8,18,7,2
2018-01-01,A,A8,19,87,2
2018-01-01,A,A8,20,91,2
2018-01-01,A,A8,21,141,2
2018-01-01,A,A8,22,132,2
2018-01-01,A,A8,23,191,2
2018-01-01,A,A8,24,130,2
2018-01-01,A,A8,25,126,2
2018-01-01,A,A8,26,122,2
2018-01-01,A,A8,27,132,2
2018-01-01,A,A8,28,166,2
2018-01-01,A,A8,29,192,2
2018-01-01,A,A8,30,202,2
2018-01-01,A,A8,31,184,2
2018-01-01,A,A8,32,172,2
2018-01-01,A,A8,33,129,2
2018-01-01,A,A8,34,76,2
2018-01-01,A,A8,35,18,2
2018-01-01,A,A8,36,0,2
2018-01-01,A,A8,37,0,2
2018-01-01,A,A8,38,0,2
2018-01-01,A,A8,39,0,2
2018-01-01,A,A8,40,0,2
2018-01-01,A,A8,41,0,2
2018-01-01,A,A8,42,0,2
2018-01-01,A,A8,43,0,2
2018-01-01,A,A8,44,0,2
2018-01-01,A,A8,45,0,2
2018-01-01,A,A8,46,0,2
2018-01-01,A,A8,47,0,2
2018-01-01,A,A8,48,0,2
2018-01-02,A,A8,1,0,0
2018-01-02,A,A8,2,0,0
2018-01-02,A,A8,3,0,0
2018-01-02,A,A8,4,0,0
2018-01-02,A,A8,5,0,0
2018-01-02,A,A8,6,0,0
2018-01-02,A,A8,7,0,0
2018-01-02,A,A8,8,0,0
2018-01-02,A,A8,9,0,0
2018-01-02,A,A8,10,0,0
2018-01-02,A,A8,11,0,0
2018-01-02,A,A8,12,0,0
2018-01-02,A,A8,13,0,0
2018-01-02,A,A8,14,0,0
2018-01-02,A,A8,15,0,0
2018-01-02,A,A8,16,0,0
2018-01-02,A,A8,17,0,0
2018-01-02,A,A8,18,55,0
2018-01-02,A,A8,19,303,0
2018-01-02,A,A8,20,302,0
2018-01-02,A,A8,21,398,0
2018-01-02,A,A8,22,428,0
2018-01-02,A,A8,23,416,0
2018-01-02,A,A8,24,371,0
2018-01-02,A,A8,25,431,0
2018-01-02,A,A8,26,402,0
2018-01-02,A,A8,27,458,0
2018-01-02,A,A8,28,367,0
2018-01-02,A,A8,29,473,0
2018-01-02,A,A8,30,471,0
2018-01-02,A,A8,31,515,0
2018-01-02,A,A8,32,511,0
2018-01-02,A,A8,33,476,0
2018-01-02,A,A8,34,392,0
2018-01-02,A,A8,35,228,0
2018-01-02,A,A8,36,21,0
2018-01-02,A,A8,37,2,0
2018-01-02,A,A8,38,0,0
2018-01-02,A,A8,39,0,0
2018-01-02,A,A8,40,0,0
2018-01-02,A,A8,41,0,0
2018-01-02,A,A8,42,0,0
2018-01-02,A,A8,43,0,0
2018-01-02,A,A8,44,0,0
2018-01-02,A,A8,45,0,0
2018-01-02,A,A8,46,0,0
2018-01-02,A,A8,47,0,0
2018-01-02,A,A8,48,0,0
2018-01-03,A,A8,1,0,0
2018-01-03,A,A8,2,0,0
2018-01-03,A,A8,3,0,0
2018-01-03,A,A8,4,0,0
2018-01-03,A,A8,5,0,0
2018-01-03,A,A8,6,0,0
2018-01-03,A,A8,7,0,0
2018-01-03,A,A8,8,0,0
2018-01-03,A,A8,9,0,0
2018-01-03,A,A8,10,0,0
2018-01-03,A,A8,11,0,0
2018-01-03,A,A8,12,0,0
2018-01-03,A,A8,13,0,0
2018-01-03,A,A8,14,0,0
2018-01-03,A,A8,15,0,0
2018-01-03,A,A8,16,0,0
2018-01-03,A,A8,17,0,0
2018-01-03,A,A8,18,44,0
2018-01-03,A,A8,19,319,0
2018-01-03,A,A8,20,329,0
2018-01-03,A,A8,21,402,0
2018-01-03,A,A8,22,387,0
2018-01-03,A,A8,23,402,0
2018-01-03,A,A8,24,345,0
2018-01-03,A,A8,25,350,0
2018-01-03,A,A8,26,408,0
2018-01-03,A,A8,27,349,0
2018-01-03,A,A8,28,330,0
2018-01-03,A,A8,29,368,0
2018-01-03,A,A8,30,450,0
2018-01-03,A,A8,31,438,0
2018-01-03,A,A8,32,461,0
2018-01-03,A,A8,33,420,0
2018-01-03,A,A8,34,324,0
2018-01-03,A,A8,35,159,0
2018-01-03,A,A8,36,19,0
2018-01-03,A,A8,37,0,0
2018-01-03,A,A8,38,0,0
2018-01-03,A,A8,39,0,0
2018-01-03,A,A8,40,0,0
2018-01-03,A,A8,41,0,0
2018-01-03,A,A8,42,0,0
2018-01-03,A,A8,43,0,0
2018-01-03,A,A8,44,0,0
2018-01-03,A,A8,45,0,0
2018-01-03,A,A8,46,0,0
2018-01-03,A,A8,47,0,0
2018-01-03,A,A8,48,0,0
2018-01-04,A,A8,1,0,0
2018-01-04,A,A8,2,0,0
2018-01-04,A,A8,3,0,0
2018-01-04,A,A8,4,0,0
2018-01-04,A,A8,5,0,0
2018-01-04,A,A8,6,0,0
2018-01-04,A,A8,7,0,0
2018-01-04,A,A8,8,0,0
2018-01-04,A,A8,9,0,0
2018-01-04,A,A8,10,0,0
2018-01-04,A,A8,11,0,0
2018-01-04,A,A8,12,0,0
2018-01-04,A,A8,13,0,0
2018-01-04,A,A8,14,0,0
2018-01-04,A,A8,15,0,0
2018-01-04,A,A8,16,0,0
2018-01-04,A,A8,17,0,0
2018-01-04,A,A8,18,62,0
2018-01-04,A,A8,19,269,0
2018-01-04,A,A8,20,310,0
2018-01-04,A,A8,21,347,0
2018-01-04,A,A8,22,395,0
2018-01-04,A,A8,23,375,0
2018-01-04,A,A8,24,357,0
2018-01-04,A,A8,25,347,0
2018-01-04,A,A8,26,355,0
2018-01-04,A,A8,27,349,0
2018-01-04,A,A8,28,371,0
2018-01-04,A,A8,29,362,0
2018-01-04,A,A8,30,400,0
2018-01-04,A,A8,31,381,0
2018-01-04,A,A8,32,410,0
2018-01-04,A,A8,33,374,0
2018-01-04,A,A8,34,299,0
2018-01-04,A,A8,35,119,0
2018-01-04,A,A8,36,27,0
2018-01-04,A,A8,37,0,0
2018-01-04,A,A8,38,0,0
2018-01-04,A,A8,39,0,0
2018-01-04,A,A8,40,0,0
2018-01-04,A,A8,41,0,0
2018-01-04,A,A8,42,0,0
2018-01-04,A,A8,43,0,0
2018-01-04,A,A8,44,0,0
2018-01-04,A,A8,45,0,0
2018-01-04,A,A8,46,0,0
2018-01-04,A,A8,47,0,0
2018-01-04,A,A8,48,0,0
2018-01-05,A,A8,1,0,0
2018-01-05,A,A8,2,0,0
2018-01-05,A,A8,3,0,0
2018-01-05,A,A8,4,0,0
2018-01-05,A,A8,5,0,0
2018-01-05,A,A8,6,0,0
2018-01-05,A,A8,7,0,0
2018-01-05,A,A8,8,0,0
2018-01-05,A,A8,9,0,0
2018-01-05,A,A8,10,0,0
2018-01-05,A,A8,11,0,0
2018-01-05,A,A8,12,0,0
2018-01-05,A,A8,13,0,0
2018-01-05,A,A8,14,0,0
2018-01-05,A,A8,15,0,0
2018-01-05,A,A8,16,0,0
2018-01-05,A,A8,17,0,0
2018-01-05,A,A8,18,56,0
2018-01-05,A,A8,19,222,0
2018-01-05,A,A8,20,305,0
2018-01-05,A,A8,21,342,0
2018-01-05,A,A8,22,352,0
2018-01-05,A,A8,23,392,0
2018-01-05,A,A8,24,334,0
2018-01-05,A,A8,25,333,0
2018-01-05,A,A8,26,339,0
2018-01-05,A,A8,27,349,0
2018-01-05,A,A8,28,332,0
2018-01-05,A,A8,29,363,0
2018-01-05,A,A8,30,438,0
2018-01-05,A,A8,31,468,0
2018-01-05,A,A8,32,426,0
2018-01-05,A,A8,33,417,0
2018-01-05,A,A8,34,341,0
2018-01-05,A,A8,35,130,0
2018-01-05,A,A8,36,30,0
2018-01-05,A,A8,37,0,0
2018-01-05,A,A8,38,0,0
2018-01-05,A,A8,39,0,0
2018-01-05,A,A8,40,0,0
2018-01-05,A,A8,41,0,0
2018-01-05,A,A8,42,0,0
2018-01-05,A,A8,43,0,0
2018-01-05,A,A8,44,0,0
2018-01-05,A,A8,45,0,0
2018-01-05,A,A8,46,0,0
2018-01-05,A,A8,47,0,0
2018-01-05,A,A8,48,0,0
2018-01-06,A,A8,1,0,1
2018-01-06,A,A8,2,0,1
2018-01-06,A,A8,3,0,1
2018-01-06,A,A8,4,0,1
2018-01-06,A,A8,5,0,1
2018-01-06,A,A8,6,0,1
2018-01-06,A,A8,7,0,1
2018-01-06,A,A8,8,0,1
2018-01-06,A,A8,9,0,1
2018-01-06,A,A8,10,0,1
2018-01-06,A,A8,11,0,1
2018-01-06,A,A8,12,0,1
2018-01-06,A,A8,13,0,1
2018-01-06,A,A8,14,0,1
2018-01-06,A,A8,15,0,1
2018-01-06,A,A8,16,0,1
2018-01-06,A,A8,17,0,1
2018-01-06,A,A8,18,21,1
2018-01-06,A,A8,19,118,1
2018-01-06,A,A8,20,189,1
2018-01-06,A,A8,21,233,1
2018-01-06,A,A8,22,257,1
2018-01-06,A,A8,23,255,1
2018-01-06,A,A8,24,232,1
2018-01-06,A,A8,25,223,1
2018-01-06,A,A8,26,240,1
2018-01-06,A,A8,27,230,1
2018-01-06,A,A8,28,238,1
2018-01-06,A,A8,29,272,1
2018-01-06,A,A8,30,303,1
2018-01-06,A,A8,31,319,1
2018-01-06,A,A8,32,288,1
2018-01-06,A,A8,33,259,1
2018-01-06,A,A8,34,156,1
2018-01-06,A,A8,35,49,1
